User-ID,ISBN,Book-Rating
8248,0375410538,0
8253,0375406328,0
8253,0446310786,10
8253,0804106304,0
8361,0971880107,2
8362,0140067477,0
8362,0446310786,0
8362,0452264464,0
8453,0971880107,3
8487,1558531025,10
8529,0679429220,9
8529,0971880107,0
8570,0452264464,8
8660,0971880107,0
8674,0971880107,1
8681,0375410538,0
8681,0971880107,0
8682,0345417623,8
8685,0971880107,0
8720,0375759778,3
8782,0345417623,0
8801,0316769487,8
8870,0425182908,5
8936,0425182908,0
8971,0441783589,0
9080,0971880107,0
9094,0446310786,0
9138,0449005615,5
9224,0971880107,0
9227,0345417623,7
9260,0971880107,0
9290,0345465083,0
9354,0312261594,0
9381,0446310786,0
9381,0971880107,0
9391,0671867156,0
9414,0971880107,7
9417,0446310786,7
9419,0440234743,5
9571,0971880107,0
9642,0971880107,0
9660,0140067477,10
9747,0440234743,0
9747,0804106304,0
9856,0440225701,0
9856,0440234743,0
9908,0971880107,0
9979,0971880107,0
10030,0671888587,0
10118,0446310786,0
10118,0449005615,0
10118,0971880107,0
10134,0316769487,3
10215,0345402871,3
10215,0345417623,6
10314,0446310786,9
10338,0971880107,0
10447,0345465083,10
10470,0345417623,7
10494,0971880107,3
10532,0971880107,0
10570,0971880107,3
10590,0971880107,0
10649,0971880107,0
10730,0971880107,0
10819,0971880107,0
10819,1558531025,7
11065,042511774X,6
11104,0452264464,10
11120,0316748641,8
11120,0345402871,0
11120,0971880107,0
11224,0440225701,0
11224,0440234743,6
11224,0971880107,1
11245,0671867156,8
11245,0671888587,0
11245,0971880107,0
11400,0002005018,0
11451,0345465083,8
11507,0316769487,9
11554,0971880107,1
11601,0316769487,0
11601,0446310786,10
11601,0671888587,9
11601,0679429220,0
11629,0380715899,0
11648,0345465083,8
11657,0804106304,7
11676,0002005018,8
11676,0061099686,9
11676,0140067477,8
11676,0312261594,6
11676,0316769487,0
11676,0345402871,0
11676,0345417623,10
11676,0345465083,7
11676,0375759778,8
11676,0399135782,9
11676,042511774X,5
11676,0425182908,0
11676,042518630X,10
11676,0440225701,8
11676,0440234743,9
11676,0441783589,0
11676,0446310786,0
11676,0449005615,10
11676,0452264464,8
11676,0553582747,7
11676,0609804618,7
11676,0671870432,8
11676,0671888587,8
11676,0679429220,0
11676,0771074670,0
11676,0804106304,0
11676,0842342702,9
11676,0971880107,6
11676,1558531025,10
11676,1841721522,10
11676,1853260053,0
11690,0971880107,0
11718,042511774X,8
11724,0971880107,0
11768,0971880107,8
11808,0971880107,0
11832,0971880107,0
11944,0971880107,0
11993,0804106304,0
11993,0971880107,2
12100,042511774X,0
12149,0449005615,0
12154,0679429220,7
12189,0971880107,0
12220,0679429220,6
12264,0971880107,7
12272,0971880107,10
12331,0971880107,0
12343,0842342702,0
12423,042511774X,5
12512,0971880107,0
12538,0394895894,7
12538,0440225701,0
12538,0446310786,0
12538,0679810307,0
12549,0345465083,8
12565,0345417623,7
12569,0316769487,0
12569,0345402871,0
12569,0804106304,7
12683,0312261594,0
12685,0440234743,10
12835,0971880107,0
12863,0452264464,9
12923,0440234743,10
12966,0316769487,9
12982,0671888587,8
13057,0971880107,0
13088,0971880107,6
13093,0316769487,0
13093,0971880107,0
13221,0971880107,9
13273,0671888587,8
13479,0971880107,4
13551,042511774X,10
13552,0440225701,0
13552,0440234743,8
13582,0345402871,0
13582,0440234743,0
13582,0553582747,0
13594,0684823802,0
13600,0345417623,0
13600,0345465083,0
13600,0971880107,0
13664,0971880107,0
13722,0971880107,0
13726,0345417623,7
13850,0316769487,9
13850,0446310786,9
13850,1558531025,9
13872,1841721522,0
13891,0971880107,0
13915,0345417623,0
13995,0316769487,9
13995,0804106304,7
14015,0971880107,0
14049,0971880107,1
14079,0971880107,0
14203,0971880107,0
14212,0971880107,0
14254,0671623249,8
14288,0971880107,0
14336,0971880107,0
14387,0971880107,0
14393,0804106304,0
14449,0452264464,5
14456,0316769487,8
14456,0679429220,8
14461,0971880107,8
14521,0140067477,0
14521,0375410538,0
14521,0440234743,0
14521,0679810307,0
14527,0671867156,8
14768,0345402871,0
14801,0345402871,7
14827,0679429220,0
14897,0804106304,0
15049,0971880107,0
15053,0971880107,0
15185,0316769487,5
15408,0671867156,0
15408,0679429220,0
15408,0804106304,0
15408,1853260053,0
15418,0971880107,0
15439,0971880107,0
15459,0971880107,8
15497,0679429220,0
15523,0971880107,0
15720,0446310786,10
15775,0446310786,8
15819,042518630X,0
15884,042511774X,0
15957,0804106304,0
15957,0971880107,0
15982,0971880107,0
15993,0425182908,0
16010,0425182908,5
16034,0671867156,7
16086,0971880107,0
16090,0375410538,5
16106,0345465083,10
16130,0971880107,0
16151,0971880107,0
16155,0971880107,0
16231,0452264464,0
16263,0971880107,5
16319,0971880107,0
16454,0804106304,0
16488,042511774X,8
16488,0679429220,0
16504,0971880107,0
16532,0671867156,0
16551,0345417623,8
16634,0345465083,0
16634,042518630X,0
16634,0446310786,0
16634,0971880107,0
16654,1841721522,0
16666,0345417623,5
16666,0440234743,0
16673,1841721522,0
16721,038078243X,0
16777,1853260053,10
16783,0971880107,0
16791,0449005615,0
16795,0060168013,0
16795,0312252617,0
16795,0316769487,8
16795,0345402871,0
16795,0345417623,5
16795,0375406328,8
16795,0440225701,0
16795,0440234743,0
16795,0553582747,8
16795,0671867156,0
16795,0671888587,0
16795,0679429220,0
16795,0804106304,0
16795,0971880107,0
16799,0345417623,7
16916,0671888587,0
16943,0971880107,0
16996,0671623249,0
16999,0971880107,0
17003,0452264464,0
17003,0804106304,8
17058,0449005615,0
17172,0345417623,0
17183,0316769487,6
17183,0345402871,0
17183,1841721522,0
17201,0971880107,0
17282,0804106304,0
17282,0971880107,0
17335,0316769487,0
17337,0440225701,10
17353,0345417623,8
17459,0316769487,0
17507,0971880107,0
17761,0345402871,0
17761,0440234743,0
17796,0345417623,0
17842,0971880107,0
17890,0971880107,0
17950,0316769487,9
17950,0446310786,8
17950,0971880107,0
18039,0971880107,0
18067,0316769487,3
18082,0804106304,0
18097,0971880107,0
18133,0804106304,0
18155,0679429220,8
18170,0440225701,0
18172,0804106304,0
18199,0971880107,0
18254,0804106304,9
18313,0671867156,0
18323,0971880107,0
18333,0425182908,7
18384,1841721522,0
18527,0971880107,6
18542,0971880107,0
18583,0345417623,8
18884,0553582909,0
18979,042518630X,4
19011,0345402871,9
19085,0345417623,8
19085,0842342702,0
19085,0971880107,0
19117,0971880107,0
19127,0316769487,8
19132,0316769487,8
19164,0971880107,0
19336,0441783589,0
19336,0446310786,7
19422,0345465083,0
19445,0440234743,0
19503,0679429220,8
19508,0440225701,0
19522,0440223571,0
19570,0425182908,3
19664,042511774X,0
19817,0971880107,0
19974,0971880107,0
20005,0446310786,0
20034,0340767936,7
20060,0425182908,2
20060,0971880107,0
20119,0345417623,0
20119,0804106304,0
20147,0971880107,2
20180,0449005615,0
20201,0671867156,0
20201,0971880107,0
20265,0452264464,8
20401,0971880107,6
20409,0345402871,0
20409,0679810307,0
20409,0679865691,0
20435,0440234743,0
20462,0060168013,8
20462,0440234743,0
20484,0553582747,0
20512,0345417623,0
20605,0316769487,10
20755,0804106304,0
20783,0440234743,0
20801,0440234743,8
20858,0971880107,0
20911,0971880107,0
20916,0440234743,7
20971,042518630X,0
20971,0440225701,0
20983,0971880107,0
21014,0140067477,0
21014,0345465083,0
21014,042511774X,0
21014,0425182908,0
21014,0440223571,0
21014,0446310786,0
21014,0804106304,0
21031,0140067477,8
21031,042518630X,0
21031,0971880107,5
21155,0316769487,0
21188,0449005615,0
21207,0345465083,9
21229,0140067477,7
21229,0316769487,7
21231,0425182908,0
21252,0971880107,0
21264,0440234743,5
21268,0971880107,0
21364,0971880107,0
21368,0971880107,0
21402,0446310786,10
21404,0394895894,0
21404,0440225701,0
21404,0971880107,3
21469,1853260053,10
21484,0971880107,0
21518,0971880107,0
21540,0425182908,3
21576,0060177586,0
21576,0446310786,8
21576,0971880107,0
21618,042511774X,0
21659,0425182908,0
21659,0440225701,10
21659,0449005615,0
21659,0971880107,0
21660,0971880107,0
21708,0140067477,10
21860,0971880107,0
21870,0452264464,9
21875,0345417623,8
22012,0971880107,3
22045,0345417623,10
22045,0553582747,10
22045,0671867156,10
22045,0671888587,7
22062,0345417623,0
22074,042511774X,8
22082,0971880107,0
22121,0971880107,0
22338,0971880107,0
22343,0971880107,0
22362,0971880107,0
22365,0446310786,10
22365,0449005615,9
22463,0345402871,6
22521,0316769487,2
22532,0679429220,0
22579,0425182908,0
22625,0316769487,10
22625,0452264464,9
22625,0804106304,0
22625,0971880107,0
22648,0971880107,0
22710,0971880107,0
22818,0345465083,10
22818,0679429220,0
22888,0679429220,10
22912,0671888587,9
22981,0971880107,0
23021,0971880107,10
23047,0345417623,0
23191,0440225701,0
23296,0971880107,6
23366,0971880107,0
23498,0671867156,9
23511,0440234743,8
23511,0679429220,0
23571,0971880107,0
23624,042518630X,8
23664,0804106304,7
23680,0345465083,0
23680,0971880107,0
23699,1853260053,7
23768,0060168013,0
23768,0316769487,0
23768,042511774X,0
23768,042518630X,0
23768,0440234743,0
23768,0446310786,0
23768,0449005615,0
23768,0452264464,0
23768,0671867156,0
23768,0671888587,0
23768,0804106304,0
23768,0971880107,0
23869,0060938412,1
23902,0446310786,7
23902,0971880107,0
24064,0345417623,0
24140,0140067477,10
24144,0345417623,8
24186,0440225701,0
24188,0971880107,1
24194,0446310786,8
24194,0971880107,0
24261,0971880107,6
24278,0345417623,7
24307,0971880107,0
24394,0804106304,8
24427,0316769487,3
24432,0446310786,0
24433,0679429220,8
24518,0446310786,0
24525,0375759778,5
24539,0671870432,0
24539,0971880107,0
24544,0971880107,0
24664,0971880107,8
24771,0345417623,10
24921,0345465083,0
24921,042511774X,0
24921,0440225701,9
24921,0971880107,0
24926,0425182908,0
25153,0425182908,1
25217,1853262404,0
25253,0449005615,0
25253,0679429220,8
25335,0971880107,0
25340,0312970242,0
25391,042518630X,2
25395,0679429220,8
25395,0971880107,0
25410,0345417623,9
25419,0971880107,0
25471,0156047624,0
25533,0971880107,0
25583,0971880107,2
25601,0345465083,0
25636,0971880107,0
25695,0971880107,0
25768,0971880107,0
25850,0140067477,7
25890,0971880107,0
25893,0971880107,8
25895,0971880107,0
25966,0804106304,8
25981,0345465083,0
25981,0449005615,5
25981,0671888587,5
26084,0446310786,5
26196,0316769487,0
26240,0440234743,5
26284,0394895894,0
26350,0452264464,0
26354,0971880107,0
26371,0971880107,5
26416,0440225701,0
26443,0971880107,0
26473,042518630X,5
26509,0971880107,0
26525,0971880107,0
26544,0061099686,0
26544,0345402871,0
26544,0440223571,0
26544,0440225701,0
26544,0440234743,0
26544,0446310786,0
26544,0671888587,0
26544,0842342702,0
26583,0971880107,0
26593,0439095026,0
26593,0440225701,0
26593,0440234743,0
26706,0971880107,3
26711,0553582747,0
26722,0345402871,0
26803,042511774X,0
26806,0971880107,9
26813,0971880107,0
26831,0671867156,0
26979,0971880107,2
27115,0971880107,0
27140,0971880107,0
27317,0553582747,9
27349,0316769487,10
27462,0671888587,0
27462,0971880107,0
27472,0316769487,0
27472,0446310786,10
27568,0971880107,0
27617,0446310786,0
27617,0679429220,0
27624,0452264464,8
27650,0971880107,0
27669,0449005615,0
27684,0440234743,9
27740,0971880107,0
27760,0679429220,0
27795,0971880107,0
27812,0060938412,0
27812,0449005615,0
27812,0971880107,0
27813,0971880107,0
27947,042511774X,0
28056,0452264464,9
28091,0971880107,2
28123,0440234743,9
28204,0446310786,0
28204,0804106304,9
28204,0971880107,0
28222,0345402871,7
28222,0345417623,9
28262,0971880107,8
28360,0440225701,0
28360,0971880107,0
28372,0446310786,0
28377,0345465083,0
28477,0446310786,10
28492,0971880107,0
28523,0345417623,0
28523,0440223571,0
28523,0671867156,0
28589,0971880107,0
28591,0316769487,10
28591,0971880107,6
28619,0440234743,0
28632,0971880107,0
28634,0425182908,10
28648,0971880107,0
28663,0971880107,0
28731,0345402871,7
28735,0971880107,6
28764,0971880107,0
28800,0971880107,7
28804,0971880107,6
28938,0449005615,0
28938,0971880107,6
28945,0449005615,10
29058,0671623249,5
29067,0345402871,6
29070,0449005615,0
29083,0380715899,9
29131,0345417623,10
29177,0140067477,0
29209,0345465083,0
29209,0553582747,8
29257,042518630X,8
29259,0345465083,0
29259,0671888587,9
29259,0842342702,0
29259,0971880107,0
29259,1558531025,10
29387,0671623249,0
29446,0971880107,0
29497,0425182908,4
29515,0060168013,9
29526,0312261594,8
29526,0399135782,9
29570,0316769487,10
29573,0971880107,0
29654,0440234743,0
29694,0971880107,2
29702,0971880107,5
29855,0671888587,0
29855,0971880107,0
29915,0553582747,0
29981,0446310786,7
30029,0440223571,7
30035,0345402871,5
30035,0425182908,5
30081,0316769487,0
30131,0345417623,0
30144,0971880107,0
30182,0804106304,8
30261,0971880107,0
30273,0971880107,0
30276,042518630X,9
30276,0804106304,6
30333,0316769487,0
30333,0804106304,0
30341,0971880107,0
30445,0971880107,0
30461,0345402871,8
30487,0440225701,6
30487,0440234743,0
30487,0449005615,9
30487,0671867156,0
30487,0679429220,0
30489,0446310786,10
30509,0971880107,0
30511,042511774X,0
30527,0971880107,0
30531,0440225701,0
30533,0345465083,0
30533,0440234743,6
30533,0446310786,0
30533,0671867156,0
30533,0804106304,8
30533,0971880107,0
30555,0671867156,6
30594,0140067477,6
30594,0345402871,0
30594,0345417623,10
30711,0842342702,0
30712,0971880107,0
30727,0971880107,0
30735,0060168013,0
30735,038078243X,8
30806,0804106304,8
30806,0971880107,0
30810,0671867156,7
30824,0679429220,0
30854,0440225701,8
30898,0971880107,0
30971,0061099686,0
30971,0804106304,0
30972,0345417623,0
30972,042518630X,0
30972,0671867156,8
30972,0971880107,1
30994,0345417623,10
30997,0345465083,0
31006,0804106304,0
31013,0449005615,5
31136,1558531025,0
31140,0553582747,0
31172,0345417623,0
31226,042511774X,0
31226,0804106304,0
31226,1853262404,0
31255,0971880107,0
31299,0440234743,10
31315,0060938412,0
31315,0316769487,0
31315,0345402871,0
31315,0345417623,0
31315,0345465083,0
31315,0425182908,0
31315,0440234743,10
31315,0553582747,0
31315,0804106304,0
31315,0842342702,0
31315,0971880107,0
31315,1558531025,0
31466,0971880107,0
31556,0316769487,5
31556,0440234743,0
31556,0446310786,10
31556,0671888587,0
31560,0440234743,6
31608,0971880107,0
31619,0971880107,0
31620,0345417623,7
31652,0971880107,0
31688,0804106304,9
31694,0440234743,0
31771,0971880107,0
31826,0553582747,10
31826,0671867156,10
31826,0671888587,10
31826,0971880107,1
31846,0345417623,0
31846,0375410538,0
31846,0425182908,0
31919,0804106304,9
31987,0345465083,0
32003,0345417623,8
32022,1558531025,0
32036,0440225701,6
32089,0446310786,7
32122,0345465083,0
32148,0345417623,3
32179,0316769487,4
32188,0345417623,8
32195,0345260317,0
32195,0671867156,0
32329,0971880107,6
32402,0671867156,0
32440,042511774X,0
32440,0679429220,0
32440,0971880107,0
32467,0971880107,0
32483,0971880107,0
32516,0345465083,0
32516,0440234743,0
32516,0671888587,0
32524,0440225701,9
32528,0446310786,0
32627,0971880107,0
32721,0971880107,0
32773,0140067477,8
32773,0345260317,0
32773,0345465083,0
32773,0679429220,0
32773,0804106304,0
32773,0971880107,0
32793,0316769487,0
32793,0452264464,0
32798,0425182908,0
32817,0971880107,0
32914,0441783589,7
32963,0971880107,9
33088,0446310786,0
33179,0842342702,7
33263,0804106304,9
33319,0804106304,0
33336,0971880107,0
33422,0316769487,5
33487,0971880107,0
33535,0971880107,3
33580,0971880107,0
33614,0553582747,0
33763,0842342702,10
33816,0971880107,0
33832,0345417623,4
33875,0971880107,10
33888,0971880107,7
33890,0971880107,0
33943,0971880107,0
33974,042511774X,0
33974,1558531025,0
34007,0060168013,9
34087,0425182908,0
34148,0971880107,1
34193,0446310786,10
34193,0804106304,0
34215,0971880107,0
34222,0140067477,10
34244,0971880107,7
34300,0971880107,0
34588,0345417623,5
34588,0345465083,0
34588,0452264464,0
34588,0553582747,7
34823,0971880107,0
34864,0452264464,0
34864,0971880107,0
34936,0971880107,0
34994,0971880107,5
35050,0345402871,0
35050,0345465083,0
35050,0394895894,0
35050,0425182908,0
35050,0440225701,0
35050,0446310786,0
35050,0671623249,0
35050,0671888587,0
35050,0804106304,0
35050,1558531025,0
35055,0971880107,0
35321,0971880107,0
35334,0743403843,0
35424,0156047624,0
35513,0971880107,8
35531,0440225701,0
35704,0374157065,6
35707,0671888587,0
35718,0446310786,10
35788,0425182908,9
35789,042511774X,0
35823,0971880107,0
35826,1881320189,0
35842,0553582747,8
35845,0679429220,0
35857,042518630X,0
35857,0440234743,0
35857,0671867156,0
35857,0671888587,0
35859,0312252617,0
35859,0345417623,0
35859,042511774X,0
35859,0425182908,4
35859,042518630X,0
35859,0440225701,0
35859,0440234743,0
35859,0441783589,0
35859,0446310786,0
35859,0671867156,0
35859,0679429220,0
35859,0804106304,8
35859,0842342702,10
35859,0971880107,0
35859,1558531025,8
35904,0452264464,0
35910,0971880107,0
35918,0446310786,0
35945,0345402871,7
35980,0971880107,0
36003,0316769487,10
36003,0446310786,10
36003,0971880107,0
36041,0971880107,3
36064,0340767936,0
36124,0345465083,0
36135,0671867156,8
36152,0375410538,0
36197,0452264464,8
36286,0440225701,9
36327,0671888587,0
36400,0971880107,0
36417,0971880107,3
36441,0449005615,0
36442,0380715899,0
36484,0679429220,0
36506,0345402871,8
36506,0345417623,8
36510,0345417623,9
36540,0804106304,9
36554,0060168013,10
36606,0312261594,0
36606,0440234743,0
36606,0679429220,0
36606,0971880107,0
36609,042511774X,0
36656,0971880107,8
36677,0804106304,5
36701,0971880107,0
36715,0140067477,0
36715,0316769487,8
36715,0452264464,0
36715,0804106304,0
36807,0679429220,7
36811,0971880107,7
36836,0060914068,0
36836,0156047624,0
36836,0399135782,0
36836,0671867156,0
36836,0804106304,0
36836,0842342702,0
36836,0971880107,0
36836,1558531025,0
36871,0971880107,0
36907,0452264464,10
36907,0804106304,8
36907,0971880107,0
36912,0671867156,8
36938,0446310786,10
36973,0804106304,0
36978,0316769487,9
36978,0842342702,1
37019,042511774X,0
37024,0971880107,0
37074,0971880107,8
37078,0971880107,0
37204,0345417623,4
37239,0345417623,9
37293,0971880107,3
37310,0971880107,4
37311,0345465083,0
37311,0440225701,8
37400,0316769487,6
37400,0446310786,10
37493,0804106304,0
37511,0345402871,10
37538,0316769487,9
37538,0440223571,0
37538,0446310786,0
37538,0679429220,0
37538,0971880107,7
37546,0971880107,0
37550,0971880107,3
37567,0971880107,0
37615,0971880107,1
37623,0345417623,9
37644,0316769487,6
37691,0971880107,0
37712,0446310786,10
37712,0679429220,10
37712,0971880107,0
37874,0440234743,0
37891,0345465083,4
37936,042511774X,0
37950,0140067477,6
37950,0446310786,9
37950,0804106304,0
37950,0971880107,3
37974,0971880107,0
37989,0449005615,0
37989,0971880107,0
38007,042511774X,8
38023,0140067477,0
38023,0345417623,0
38023,0345465083,0
38023,0425182908,0
38023,0449005615,0
38023,0971880107,9
38127,0971880107,0
38219,0971880107,0
38229,0971880107,0
38273,0425182908,9
38273,0440225701,5
38281,0971880107,0
38295,0804106304,0
38376,1558531025,0
38405,0345465083,0
38418,0971880107,0
38464,0446310786,9
38464,0804106304,0
38464,0971880107,0
38502,0375759778,8
38556,0425182908,0
38556,0440225701,5
38556,0971880107,0
38603,0425182908,0
38718,0440234743,9
38725,0425182908,0
38762,0440225701,9
38762,0971880107,0
38781,0425182908,0
38802,0804106304,0
38802,0971880107,0
38850,0971880107,0
38899,0804106304,8
38937,0971880107,0
38991,0440234743,8
38995,0679429220,0
39227,0440225701,0
39227,0441783589,9
39233,0345417623,9
39281,0671867156,0
39281,0971880107,0
39281,1558531025,10
39292,0971880107,0
39345,0440234743,0
39345,0804106304,0
39345,0971880107,0
39372,042518630X,6
39385,0446310786,10
39396,0971880107,0
39440,0671867156,10
39440,0671888587,8
39440,0804106304,0
39602,0971880107,0
39646,0345417623,0
39646,0425182908,0
39646,0440234743,0
39646,0446310786,0
39646,0804106304,0
39646,0971880107,0
39654,0971880107,0
39658,0971880107,0
39662,0553582747,8
39705,0671888587,0
39739,0316769487,0
39773,0440225701,0
39773,0449005615,10
39773,0679429220,0
39773,0804106304,0
39773,0971880107,0
40012,0971880107,0
40077,0971880107,0
40110,0971880107,0
40199,0440225701,0
40299,0971880107,4
40317,0345465083,0
40330,0446310786,9
40330,0452264464,8
40330,0804106304,0
40330,1853262404,0
40417,0345402871,0
40504,0425182908,0
40531,0679429220,8
40553,0316769487,0
40553,0804106304,9
40559,0971880107,0
40563,0345465083,0
40612,0452264464,2
40617,0804106304,0
40754,0971880107,0
40796,0446310786,8
40841,0971880107,2
40889,0345417623,4
40889,0440225701,8
40889,0440234743,0
40889,0449005615,0
40919,0971880107,5
40943,042511774X,0
40943,0440225701,0
40943,0971880107,0
40958,0971880107,0
41057,0425182908,0
41057,0971880107,0
41084,0140067477,0
41084,0345402871,7
41084,0446310786,0
41084,0679429220,8
41135,0971880107,6
41162,0440225701,8
41183,0971880107,0
41278,0971880107,5
41281,0971880107,0
41360,0316769487,8
41385,0002005018,0
41385,0446310786,0
41392,0312261594,0
41403,0316748641,6
41425,0971880107,0
